chapter#	sectionfloat	isextra	paragraph
27	0.4	1	Vegyük észre tehát, hogy a racionalitás egy-egy probléma-környezet esetén elsősorban attól függ, hogy mi a jósági mérce, amivel az ágensek jóságát, hasznosságát mérjük. Ugyanabban a probléma-környezetben más-más jósági mérce esetén akár homlokegyenest különbözőképp cselekvő ágensek lehetnek tökéletesen racionálisak. Például az autóvezető ágens példájánál maradva, ha az lenne a cél, hogy egy veszélyes bűnözőkkel teli autót mindenképp megállítsunk, és ezt csak ütközéssel lehetne elérni, úgy a tökéletesen racionális autóvezető ágens várhatóan összetörné az autóját, ami pont a fordítottja annak, amit fentebb vázoltunk. Mindennek oka tehát a jósági mérce (amivel az ágens és cselekvéseinek jóságát meghatározzuk) különbözősége. Ha a jósági mércét megváltoztatjuk, úgy az addig esetleg tökéletesen racionális ágensünk feltehetően már nem lesz racionális. Valós bonyolultságú környezetek esetén tehát a jósági mérce meghatározása (ami az ágens tervezőjének feladata) sem triviális feladat.
9	0.793103	0	A demodulációt jellemzően arra használják, hogy leegyszerűsítsen állítások kollekcióit használó kifejezéseket, mint például x + 0 = x, x^1 = x és így tovább. A szabályt ki lehet terjeszteni, hogy olyan nem egység klózokkal is tudjon foglalkozni, amelyekben egy egyenlőségi literál megjelenik. * Paramoduláció (paramodulation). Bármely x, y és z termre, ahol az Egyesít (x, z) = θ
15	0.703704	0	A beszéd jelenti az első találkozásunkat a valódi érzékelők szolgáltatta adatok nyers, tisztítatlan világával. Ezek az adatok zajosak, a szó szoros értelmében: a zaj lehet háttérzaj és lehet a digitalizálási folyamat okozta melléktermék; eltérések lehetnek a szavak kiejtési módjában még ugyanannál a beszélőnél is; különböző szavak hangzása ugyanaz lehet és így tovább. Ezen okok miatt a beszédfelismerésre mint valószínűségi következtetési problémára kezdtek el tekinteni.
10	0.242424	0	Nála(G[1], [1, 2], Eredmény(Megy([1, 1], [1, 2]), S[0])) Fontos Sajnos a tudásbázisunkban az ilyen konklúziót semmi sem támasztja alá. Intuitíve persze megértjük, hogy az ágens Megy cselekvése az arany helyzetére nincs hatással, így az még mindig az [1, 2]-ben van, ahogy ott volt az S[0 ]szituációban is. A probléma az, hogy a hatásaxióma kijelenti, hogy mi változik, de nem mond semmit arról, hogy mi nem változik.
3	0.25	1	Modellezzük az aknakereső játékot a következőképpen: a tábla i. sorának j. mezőjéhez rendeljünk egy x[ij] változót, aminek értékkészlete a {0, 1} halmaz. A tábla minden mezőjére írjunk fel egy kényszert az alábbi módon: * ha az (i,j) mező biztonságos (vagy felfedett), vegyük fel az x[ij]=0 kényszert * ha az (i,j) mező megjelölt, vegyük fel az x[ij]=1 kényszert * ha az (i,j) mező felfedett, vegyünk fel egy olyan kényszert, ami a vele szomszédos üres és megjelölt mezőkhöz tartozó változók összegére előírja a mező aknaszámának értékét
7	0.16	0	Most egy nagyon egyszerű logikát, az ítéletkalkulust (propositional logic) mutatjuk be.^[67]^ Áttekintjük az ítéletkalkulus szintaxisát, majd a szemantikáját – annak a módját, ahogy a mondatok igazságát meghatározzuk. Azután megnézzük a maga után vonzást – a relációt egy adott mondat és azon mondat között, amelyik az előbbiből következik –, és megnézzük, hogy hogyan vezet ez egy egyszerű logikai következtetés algoritmushoz. Mindez természetesen a wumpus világban fog lejátszódni.
4	0.916667	0	Az eredeti A^* algoritmust ismertető cikk bevezette a heurisztikus függvények konzisztenciájának feltételét. A heurisztikák monotonitási feltételét a konzisztenciafeltételnek egy egyszerűbb feltétellel való kiváltására Pohl vezette be (Pohl, 1977), de Pearl megmutatta, hogy a két feltétel ekvivalens (Pearl, 1984). Az A^*-ot megelőző számos algoritmus használta a nyitott és a zárt listával ekvivalens fogalmakat. Ezek közé tartozik a szélességi, a mélységi és az egyenletes költségű keresés (Bellman, 1957; Dijkstra, 1959). Különösképpen Bellman munkája mutatta meg az additív útköltség fontosságát az optimalizálási problémák egyszerűsítésében.
25	0.222222	0	Azért, hogy egyszerűvé tegyük a dolgot, feltételezzük, hogy a robotunk lassan mozog sík terepen, és pontos térképe van a környezetéről. (Egy ilyen térkép látható a  ábrán.) Egy mobil robot helyzetét két derékszögű koordinátájával (x, y) és az irányát jellemző szöggel írjuk le, ahogy ez a  (a) ábrán is látható. (Mivel nem foglakoztunk a hozzá tartozó sebességekkel, ez inkább kinematikai, mint dinamikus modell.) Ha ezt a három értéket egy vektorba fogjuk össze, akkor bármely állapot megadható X[t] = (x[t], y[t], q[t]) ^⊤ formában.
9	0.758621	0	Ebből a tényből következik, hogy ha S′ lezárásában megjelenik az üres klóz, akkor ez szintén megtalálható az S rezolúciós lezárásában. Ez azért van, mivel az üres klóz semmilyen más klóznak sem alappéldánya. Összefoglalva: megmutattuk, hogyha S nem kielégíthető, akkor létezik az üres klóznak egy véges méretű rezolúciós szabályt alkalmazó levezetése.
22	0.074074	1	Az általános nyelvészet a nyelv szabályait írja le: a fonológia a hanggal, beszéddel, a morfológia a szavak szerkezetével, a szintaxis mondatok szerkezetével, a szemantika a szavak és szövegek jelentésével, a pragmatika pedig az emberek motivációival és céljaival kapcsolatos szabályokat. [1][2] Ezek ismerete elengedhetetlen, de legalábbis komoly segítséget nyújt egy természetes nyelvű szöveg hatékony feldolgozásához. A kontrasztív nyelvészet módszereket ad a különböző nyelvek közötti gyakorlati (szintaxisbeli) hasonlóság kihasználására, például egyes szavak előállítására vagy jelentésük meghatározására, ha az adott szó ismert egy másik (hasonló) nyelven. A lexikográfia „termékei”, azaz a szótárak, szógyűjtemények fontos alapján képezik a szövegfeldolgozásnak. A pszicholingvisztika arra keresi a választ, hogy hogyan dolgozza fel a nyelvet az ember, ami alapja lehet egy mesterséges, számítógépes feldolgozási módszernek is. A matematikai, azon belül statisztikus nyelvészet arra ad módszereket, hogyan lehet szöveget feldolgozni előzetesen gyűjtött statisztika alapján. [1]
13	0.681818	0	amelyet ismételten úgy kell értelmezni, hogy egy egyenlethalmazt képvisel, amely egyenletek mindegyike a változók meghatározott értékeire vonatkozik. Lesznek olyan esetek, amikor egy még általánosabb felírást használhatunk, valamilyen e háttértény feltételével:
9	0.62069	0	Gödel tétele ellenére, a rezolúcióalapú tételbizonyításokat széles körben alkalmazták matematikai tételek levezetésére, beleértve néhány olyan tételt is, amelyre előzőleg nem volt ismert bizonyítás. A tételbizonyításokat – más alkalmazások mellett – használták például hardvertervezés verifikálására vagy logikailag helyes programok generálására.
6	0.1	1	A nimber definíciójából levezethető, hogy egy véges játékban akkor és csak akkor van a kezdőnek nyerő stratégiája, ha a játék nimbere nem nulla. Ennél kicsit általánosabb állítás is igaz, miszerint a kezdőnek akkor és csak akkor van nyerő stratégiája, ha a kezdőpozícióból egy lépésben nulla nimberű állapotba lehet jutni.
26	0.142857	0	Világos, hogy sok mindent, köztük olyan dolgokat is, amelyekhez általános meggyőződésünk szerint komoly emberi éleselméjűség és értelem szükséges, a számítógépek ugyanolyan jól el tudnak végezni, mint az emberek, vagy akár még jobban is. Ez persze nem jelenti azt, hogy a számítógépek éleselméjűséget és értelmet tanúsítanának az ilyen dolgok végrehajtásakor: ezek nem részei viselkedésüknek (erről a kérdésről majd máshol beszélünk), hanem inkább arról van szó, hogy gyakran téves az első feltételezésünk az adott tevékenység elvégzéséhez szükséges mentális folyamatról. Ugyanakkor az is igaz, hogy számtalan feladatban a számítógépek (finoman szólva) nem járnak az élen, és ilyen Turing feladata, a nyíltvégű beszélgetések folytatása is.
1	0.310345	1	Nagy térerő szükséges a kontrasztanyag áthaladásának sebességét és mértékét leképező perfúziós vizsgálatokhoz is. Ezzel nem az egyes erekben áramló vért jelenítjük meg, hanem egy adott szövet teljes tömegében, egy adott időpontban tartózkodó összes vérmennyiséget. Ezek elsősorban a központi idegrendszer, illetve a szívizom vizsgálatára alkalmazhatók. Megfelelő mérési technikával a vértérfogat mellett a vér áthaladási ideje is mérhető, aminek főleg agyi ischaemias folyamatokban, a gyógyulási kilátásokat illetően van klinikai jelentősége.
20	0.821429	0	A kernelgépek teljes mélységű tárgyalása meghaladja ennek a könyvnek a kereteit, de a fő gondolatot egy példán keresztül illusztráljuk. A  (a) ábra egy kétdimenziós bemeneti teret mutat, amelyet az x = (x[1], x[2]) attribútumok írnak le. A pozitív példák (y = +1) egy kör alakú rész belsejében, a negatív példák (y = –1) azon kívül helyezkednek el. Nyilvánvaló, hogy a probléma megoldására nem létezik lineáris szeparátor. Tegyük fel, hogy valamilyen számított tulajdonságok segítségével új formára hozzuk a példákat – azaz az összes bemeneti x vektort leképezzük a tulajdonságértékekből formált új, F(x) vektorra. A példában használjuk a következő három tulajdonságot:
17	0.133333	0	A következő eldöntendő kérdés az állapotsorozatok hasznosságának a kiszámítása. Tekinthetjük ezt a kérdést a többattribútumú hasznosságelmélet (multiattribute utility theory) egy kérdésének (lásd  alfejezet) azzal, hogy minden s[i] állapotot az [s[0], s[1], s[2], ...] állapotsorozat egy attribútumának veszünk. Egy egyszerű kifejezés eléréséhez, ami az attribútumokból épül fel, fel kell tételeznünk valamilyen preferenciafüggetlenséget. A legtermészetesebb feltevés az, hogy az ágens preferenciái az állapotsorozatok között stacionáriusok (stationary). A preferenciákra vonatkozó stacionaritás a következőket jelenti: ha két állapotsorozat, [s[0], s[1], s[2],…] és  , ugyanazzal az állapottal kezdődik (például  ), akkor a két sorozat a preferencia-sorrendjének ugyanannak kell lennie, mint az [s[1], s[2],…] és az  sorozatoknak. Ez tehát azt jelenti, hogy ha egy holnaptól kezdődő lehetséges jövőbeli eseménysort egy másik eseménysorral szemben preferálunk, akkor ez nem változhat, ha az eseménysor a mai naptól kezdődne. A stacionaritás egy meglehetősen ártalmatlannak tűnő feltevés, nagyon erős következményekkel: bizonyítható, hogy stacionaritás esetén a sorozatokhoz csak kétféle módon rendelhetők hasznosságok: 1. Additív jutalmak (additive rewards): egy állapotsorozat hasznossága ekkor
6	0.1	1	A 18. században született meg a sakk gépek ötlete. 1912-ben Leonardo Torres y Quevedo megalkotta a történelem első sakk gépét El Ajedrecista-t. A tábla alatti elektromágnesek segítségével automatikusan lejátszotta a végjátékot három figurával, mozgatva egy királyt és egy bástyát, az ember által vezérelt király ellen. [1]
5	0.181818	1	Mi következik most? Ugyebár az algoritmusunk most a WA változó szintjén jár, ahol a FOR-ciklus során legutóbb a RED értéket adta neki. Mivel azonban ez az értékadás sajnos ellentmondásra vezetett, ezért tovább kell lépnünk. Az algoritmus most tehát a soron következő GREEN értéket rendeli a WA változóhoz (WA=GREEN).
7	0.28	0	Most, hogy definiáltuk az ítéletkalkulus szemantikáját, létre tudunk hozni egy tudásbázist a wumpus világ számára. Az egyszerűség kedvéért csak a csapdákkal fogunk törődni, a wumpust magát feladatként az olvasóra hagyjuk. A tudás, amelyet most leírunk, elégséges ahhoz, hogy elvégezzük a  alfejezetben nem formálisan már elvégzett következtetést.
11	0.576923	0	A tervkészítési gráf csak ítéletlogikai tervkészítési problémákra alkalmazható – olyanokra, melyek nem tartalmaznak változókat. Ahogy a  alfejezetben említettük, mind a Strips, mind az ADL reprezentáció ítéletlogikára alakítható. A nagyszámú entitást tartalmazó problémákat ez jelentősen felduzzaszthatja a cselekvéssémák számában. Ennek ellenére a tervkészítési gráfok hatékony eszköznek bizonyultak a nehéz tervkészítési problémák megoldásában.
25	0.703704	0	Szoftverarchitektúrának (software architecture) hívják az algoritmusok strukturálásának módszertanát. Egy architektúra általában nyelveket és eszközöket tartalmaz programok írásához, valamint egy átfogó szisztémát, amely alapján a programokat össze lehet illeszteni.
16	0.652174	0	Az információ értéke abból a tényből származik, hogy az információval valaki az aktuális helyzetben sokkal alkalmasabb cselekedeteket tud megválasztani. Az információval lehetségessé válik a helyzetek megkülönböztetése, ezzel szemben az információ nélkül a lehetséges helyzetek feletti átlagot nézve kell cselekedni. Általánosan fogalmazva, az információ értékét a várható értékek különbsége definiálja az információ megszerzése előtt és után.
